State ,State_Name,Region,County,State_Code,County_Code,Year_Span,Year,Measure_Name,Measure_Id,  Number_Of_Cases  ,  Population  ,   Number_Of_Cases_Per 100K_People   ,Confidence Interval Lower Bound,Confidence Interval Upper Bound,Data Release Year,fipscode
PA,Pennsylvania,Northest,Pennsylvania,42,0,2003,2003,Unemployment,23,"349,269","6,144,969"," 5,684 ",Uknown,Uknown,Uknown,42000
PA,Pennsylvania,Northest,Pennsylvania,42,0,2004,2004,Unemployment,23,"337,243","6,196,810"," 5,442 ",Uknown,Uknown,Uknown,42000
PA,Pennsylvania,Northest,Pennsylvania,42,0,2005,2005,Unemployment,23,"312,203","6,270,441"," 4,979 ",Uknown,Uknown,Uknown,42000
PA,Pennsylvania,Northest,Pennsylvania,42,0,2006,2006,Unemployment,23,"286,575","6,307,663"," 4,543 ",Uknown,Uknown,Uknown,42000
PA,Pennsylvania,Northest,Pennsylvania,42,0,2007,2007,Unemployment,23,"276,231","6,330,366"," 4,364 ",Uknown,Uknown,Uknown,42000
PA,Pennsylvania,Northest,Pennsylvania,42,0,2008,2008,Unemployment,23,"345,170","6,448,165"," 5,353 ",Uknown,Uknown,2010,42000
PA,Pennsylvania,Northest,Pennsylvania,42,0,2009,2009,Unemployment,23,"509,292","6,404,356"," 7,952 ",Uknown,Uknown,2011,42000
PA,Pennsylvania,Northest,Pennsylvania,42,0,2010,2010,Unemployment,23,"540,924","6,389,604"," 8,466 ",Uknown,Uknown,2012,42000
PA,Pennsylvania,Northest,Pennsylvania,42,0,2011,2011,Unemployment,23,"506,812","6,385,706"," 7,937 ",Uknown,Uknown,2013,42000
PA,Pennsylvania,Northest,Pennsylvania,42,0,2012,2012,Unemployment,23,"513,171","6,486,578"," 7,911 ",Uknown,Uknown,2014,42000
RI,Rhode Island,Northest,Rhode Island,44,0,2002,2002,Unemployment,23,"28,069","553,789"," 5,069 ",Uknown,Uknown,Uknown,44000
RI,Rhode Island,Northest,Rhode Island,44,0,2003,2003,Unemployment,23,"30,313","563,579"," 5,379 ",Uknown,Uknown,Uknown,44000
RI,Rhode Island,Northest,Rhode Island,44,0,2004,2004,Unemployment,23,"29,050","555,097"," 5,233 ",Uknown,Uknown,Uknown,44000
RI,Rhode Island,Northest,Rhode Island,44,0,2005,2005,Unemployment,23,"28,478","561,440"," 5,072 ",Uknown,Uknown,Uknown,44000
RI,Rhode Island,Northest,Rhode Island,44,0,2006,2006,Unemployment,23,"29,028","573,000"," 5,066 ",Uknown,Uknown,Uknown,44000
RI,Rhode Island,Northest,Rhode Island,44,0,2007,2007,Unemployment,23,"29,809","574,246"," 5,191 ",Uknown,Uknown,Uknown,44000
RI,Rhode Island,Northest,Rhode Island,44,0,2008,2008,Unemployment,23,"44,165","571,469"," 7,728 ",Uknown,Uknown,2010,44000
RI,Rhode Island,Northest,Rhode Island,44,0,2009,2009,Unemployment,23,"61,655","565,463"," 10,903 ",Uknown,Uknown,2011,44000
RI,Rhode Island,Northest,Rhode Island,44,0,2010,2010,Unemployment,23,"66,724","570,301"," 11,700 ",Uknown,Uknown,2012,44000
RI,Rhode Island,Northest,Rhode Island,44,0,2011,2011,Unemployment,23,"63,399","563,414"," 11,253 ",Uknown,Uknown,2013,44000
RI,Rhode Island,Northest,Rhode Island,44,0,2012,2012,Unemployment,23,"58,291","560,379"," 10,402 ",Uknown,Uknown,2014,44000
SC,South Carolina,South,South Carolina,45,0,2002,2002,Unemployment,23,"115,912","1,942,155"," 5,968 ",Uknown,Uknown,Uknown,45000
SC,South Carolina,South,South Carolina,45,0,2003,2003,Unemployment,23,"133,259","1,987,680"," 6,704 ",Uknown,Uknown,Uknown,45000
SC,South Carolina,South,South Carolina,45,0,2004,2004,Unemployment,23,"138,435","2,026,485"," 6,831 ",Uknown,Uknown,Uknown,45000
SC,South Carolina,South,South Carolina,45,0,2005,2005,Unemployment,23,"139,983","2,062,352"," 6,788 ",Uknown,Uknown,Uknown,45000
SC,South Carolina,South,South Carolina,45,0,2006,2006,Unemployment,23,"134,124","2,105,037"," 6,372 ",Uknown,Uknown,Uknown,45000
SC,South Carolina,South,South Carolina,45,0,2007,2007,Unemployment,23,"119,074","2,129,328"," 5,592 ",Uknown,Uknown,Uknown,45000
SC,South Carolina,South,South Carolina,45,0,2008,2008,Unemployment,23,"145,285","2,145,870"," 6,770 ",Uknown,Uknown,2010,45000
SC,South Carolina,South,South Carolina,45,0,2009,2009,Unemployment,23,"247,612","2,150,758"," 11,513 ",Uknown,Uknown,2011,45000
SC,South Carolina,South,South Carolina,45,0,2010,2010,Unemployment,23,"241,163","2,150,580"," 11,214 ",Uknown,Uknown,2012,45000
SC,South Carolina,South,South Carolina,45,0,2011,2011,Unemployment,23,"221,383","2,157,270"," 10,262 ",Uknown,Uknown,2013,45000
SC,South Carolina,South,South Carolina,45,0,2012,2012,Unemployment,23,"197,084","2,167,202"," 9,094 ",Uknown,Uknown,2014,45000
SD,South Dakota,Midwest,South Dakota,46,0,2002,2002,Unemployment,23,"13,790","416,190"," 3,313 ",Uknown,Uknown,Uknown,46000
SD,South Dakota,Midwest,South Dakota,46,0,2003,2003,Unemployment,23,"14,960","423,048"," 3,536 ",Uknown,Uknown,Uknown,46000
SD,South Dakota,Midwest,South Dakota,46,0,2004,2004,Unemployment,23,"15,652","427,365"," 3,662 ",Uknown,Uknown,Uknown,46000
SD,South Dakota,Midwest,South Dakota,46,0,2005,2005,Unemployment,23,"15,712","429,533"," 3,658 ",Uknown,Uknown,Uknown,46000
SD,South Dakota,Midwest,South Dakota,46,0,2006,2006,Unemployment,23,"13,555","435,358"," 3,114 ",Uknown,Uknown,Uknown,46000
SD,South Dakota,Midwest,South Dakota,46,0,2007,2007,Unemployment,23,"12,658","439,421"," 2,881 ",Uknown,Uknown,Uknown,46000
SD,South Dakota,Midwest,South Dakota,46,0,2008,2008,Unemployment,23,"13,285","443,012"," 2,999 ",Uknown,Uknown,2010,46000
SD,South Dakota,Midwest,South Dakota,46,0,2009,2009,Unemployment,23,"22,872","443,539"," 5,157 ",Uknown,Uknown,2011,46000
SD,South Dakota,Midwest,South Dakota,46,0,2010,2010,Unemployment,23,"22,383","443,452"," 5,047 ",Uknown,Uknown,2012,46000
SD,South Dakota,Midwest,South Dakota,46,0,2011,2011,Unemployment,23,"20,840","446,255"," 4,670 ",Uknown,Uknown,2013,46000
SD,South Dakota,Midwest,South Dakota,46,0,2012,2012,Unemployment,23,"19,630","445,738"," 4,404 ",Uknown,Uknown,2014,46000
TN,Tennessee,South,Tennessee,47,0,2002,2002,Unemployment,23,"152,117","2,867,115"," 5,306 ",Uknown,Uknown,Uknown,47000
TN,Tennessee,South,Tennessee,47,0,2003,2003,Unemployment,23,"164,769","2,896,138"," 5,689 ",Uknown,Uknown,Uknown,47000
TN,Tennessee,South,Tennessee,47,0,2004,2004,Unemployment,23,"158,118","2,904,365"," 5,444 ",Uknown,Uknown,Uknown,47000
TN,Tennessee,South,Tennessee,47,0,2005,2005,Unemployment,23,"163,807","2,942,302"," 5,567 ",Uknown,Uknown,Uknown,47000
TN,Tennessee,South,Tennessee,47,0,2006,2006,Unemployment,23,"156,445","3,008,958"," 5,199 ",Uknown,Uknown,Uknown,47000
TN,Tennessee,South,Tennessee,47,0,2007,2007,Unemployment,23,"146,186","3,047,944"," 4,796 ",Uknown,Uknown,Uknown,47000
TN,Tennessee,South,Tennessee,47,0,2008,2008,Unemployment,23,"202,213","3,058,166"," 6,612 ",Uknown,Uknown,2010,47000
TN,Tennessee,South,Tennessee,47,0,2009,2009,Unemployment,23,"318,269","3,034,338"," 10,489 ",Uknown,Uknown,2011,47000
TN,Tennessee,South,Tennessee,47,0,2010,2010,Unemployment,23,"301,104","3,084,137"," 9,763 ",Uknown,Uknown,2012,47000
TN,Tennessee,South,Tennessee,47,0,2011,2011,Unemployment,23,"287,738","3,132,751"," 9,185 ",Uknown,Uknown,2013,47000
TN,Tennessee,South,Tennessee,47,0,2012,2012,Unemployment,23,"249,402","3,113,573"," 8,010 ",Uknown,Uknown,2014,47000
TX,Texas,South,Texas,48,0,2002,2002,Unemployment,23,"687,900","10,803,206"," 6,368 ",Uknown,Uknown,Uknown,48000
TX,Texas,South,Texas,48,0,2003,2003,Unemployment,23,"736,134","10,964,779"," 6,714 ",Uknown,Uknown,Uknown,48000
TX,Texas,South,Texas,48,0,2004,2004,Unemployment,23,"666,615","11,051,945"," 6,032 ",Uknown,Uknown,Uknown,48000
TX,Texas,South,Texas,48,0,2005,2005,Unemployment,23,"599,148","11,150,706"," 5,373 ",Uknown,Uknown,Uknown,48000
TX,Texas,South,Texas,48,0,2006,2006,Unemployment,23,"556,845","11,314,370"," 4,922 ",Uknown,Uknown,Uknown,48000
TX,Texas,South,Texas,48,0,2007,2007,Unemployment,23,"497,819","11,411,931"," 4,362 ",Uknown,Uknown,Uknown,48000
TX,Texas,South,Texas,48,0,2008,2008,Unemployment,23,"573,949","11,653,894"," 4,925 ",Uknown,Uknown,2010,48000
TX,Texas,South,Texas,48,0,2009,2009,Unemployment,23,"897,105","11,968,235"," 7,496 ",Uknown,Uknown,2011,48000
TX,Texas,South,Texas,48,0,2010,2010,Unemployment,23,"1,004,996","12,269,749"," 8,191 ",Uknown,Uknown,2012,48000
TX,Texas,South,Texas,48,0,2011,2011,Unemployment,23,"986,996","12,451,525"," 7,927 ",Uknown,Uknown,2013,48000
TX,Texas,South,Texas,48,0,2012,2012,Unemployment,23,"854,877","12,597,481"," 6,786 ",Uknown,Uknown,2014,48000
UT,Utah,West,Utah,49,0,2002,2002,Unemployment,23,"68,046","1,181,693"," 5,758 ",Uknown,Uknown,Uknown,49000
UT,Utah,West,Utah,49,0,2003,2003,Unemployment,23,"68,308","1,207,439"," 5,657 ",Uknown,Uknown,Uknown,49000
UT,Utah,West,Utah,49,0,2004,2004,Unemployment,23,"62,860","1,242,003"," 5,061 ",Uknown,Uknown,Uknown,49000
UT,Utah,West,Utah,49,0,2005,2005,Unemployment,23,"53,178","1,283,629"," 4,143 ",Uknown,Uknown,Uknown,49000
UT,Utah,West,Utah,49,0,2006,2006,Unemployment,23,"39,045","1,324,438"," 2,948 ",Uknown,Uknown,Uknown,49000
UT,Utah,West,Utah,49,0,2007,2007,Unemployment,23,"35,596","1,364,771"," 2,608 ",Uknown,Uknown,Uknown,49000
UT,Utah,West,Utah,49,0,2008,2008,Unemployment,23,"48,231","1,380,234"," 3,494 ",Uknown,Uknown,2010,49000
UT,Utah,West,Utah,49,0,2009,2009,Unemployment,23,"105,465","1,382,628"," 7,628 ",Uknown,Uknown,2011,49000
UT,Utah,West,Utah,49,0,2010,2010,Unemployment,23,"109,042","1,361,759"," 8,007 ",Uknown,Uknown,2012,49000
UT,Utah,West,Utah,49,0,2011,2011,Unemployment,23,"90,065","1,338,263"," 6,730 ",Uknown,Uknown,2013,49000
UT,Utah,West,Utah,49,0,2012,2012,Unemployment,23,"77,347","1,353,594"," 5,714 ",Uknown,Uknown,2014,49000
VT,Vermont,Northest,Vermont,50,0,2002,2002,Unemployment,23,"13,853","345,615"," 4,008 ",Uknown,Uknown,Uknown,50000
VT,Vermont,Northest,Vermont,50,0,2003,2003,Unemployment,23,"15,473","346,765"," 4,462 ",Uknown,Uknown,Uknown,50000
VT,Vermont,Northest,Vermont,50,0,2004,2004,Unemployment,23,"12,883","347,069"," 3,712 ",Uknown,Uknown,Uknown,50000
VT,Vermont,Northest,Vermont,50,0,2005,2005,Unemployment,23,"12,237","348,823"," 3,508 ",Uknown,Uknown,Uknown,50000
VT,Vermont,Northest,Vermont,50,0,2006,2006,Unemployment,23,"13,278","356,426"," 3,725 ",Uknown,Uknown,Uknown,50000
VT,Vermont,Northest,Vermont,50,0,2007,2007,Unemployment,23,"13,993","355,288"," 3,938 ",Uknown,Uknown,Uknown,50000
VT,Vermont,Northest,Vermont,50,0,2008,2008,Unemployment,23,"16,170","357,961"," 4,517 ",Uknown,Uknown,2010,50000
VT,Vermont,Northest,Vermont,50,0,2009,2009,Unemployment,23,"24,748","359,854"," 6,877 ",Uknown,Uknown,2011,50000
VT,Vermont,Northest,Vermont,50,0,2010,2010,Unemployment,23,"23,062","359,846"," 6,409 ",Uknown,Uknown,2012,50000
VT,Vermont,Northest,Vermont,50,0,2011,2011,Unemployment,23,"20,089","359,165"," 5,593 ",Uknown,Uknown,2013,50000
VT,Vermont,Northest,Vermont,50,0,2012,2012,Unemployment,23,"17,779","356,333"," 4,989 ",Uknown,Uknown,2014,50000
VA,Virginia,South,Virginia,51,0,2002,2002,Unemployment,23,"156,565","3,744,653"," 4,181 ",Uknown,Uknown,Uknown,51000
VA,Virginia,South,Virginia,51,0,2003,2003,Unemployment,23,"155,730","3,802,835"," 4,095 ",Uknown,Uknown,Uknown,51000
VA,Virginia,South,Virginia,51,0,2004,2004,Unemployment,23,"142,681","3,857,957"," 3,698 ",Uknown,Uknown,Uknown,51000
VA,Virginia,South,Virginia,51,0,2005,2005,Unemployment,23,"137,985","3,921,800"," 3,518 ",Uknown,Uknown,Uknown,51000
VA,Virginia,South,Virginia,51,0,2006,2006,Unemployment,23,"121,209","3,983,724"," 3,043 ",Uknown,Uknown,Uknown,51000
VA,Virginia,South,Virginia,51,0,2007,2007,Unemployment,23,"123,075","4,017,186"," 3,064 ",Uknown,Uknown,Uknown,51000
VA,Virginia,South,Virginia,51,0,2008,2008,Unemployment,23,"164,147","4,111,337"," 3,993 ",Uknown,Uknown,2010,51000
VA,Virginia,South,Virginia,51,0,2009,2009,Unemployment,23,"287,995","4,203,855"," 6,851 ",Uknown,Uknown,2011,51000
VA,Virginia,South,Virginia,51,0,2010,2010,Unemployment,23,"294,750","4,255,167"," 6,927 ",Uknown,Uknown,2012,51000
VA,Virginia,South,Virginia,51,0,2011,2011,Unemployment,23,"268,834","4,306,174"," 6,243 ",Uknown,Uknown,2013,51000
VA,Virginia,South,Virginia,51,0,2012,2012,Unemployment,23,"247,045","4,209,544"," 5,869 ",Uknown,Uknown,2014,51000
WA,Washington,West,Washington,53,0,2002,2002,Unemployment,23,"227,678","3,104,704"," 7,333 ",Uknown,Uknown,Uknown,53000
WA,Washington,West,Washington,53,0,2003,2003,Unemployment,23,"232,925","3,146,158"," 7,403 ",Uknown,Uknown,Uknown,53000
WA,Washington,West,Washington,53,0,2004,2004,Unemployment,23,"199,710","3,199,239"," 6,242 ",Uknown,Uknown,Uknown,53000
WA,Washington,West,Washington,53,0,2005,2005,Unemployment,23,"179,558","3,255,532"," 5,515 ",Uknown,Uknown,Uknown,53000
WA,Washington,West,Washington,53,0,2006,2006,Unemployment,23,"163,873","3,319,254"," 4,937 ",Uknown,Uknown,Uknown,53000
WA,Washington,West,Washington,53,0,2007,2007,Unemployment,23,"154,125","3,386,779"," 4,551 ",Uknown,Uknown,Uknown,53000
WA,Washington,West,Washington,53,0,2008,2008,Unemployment,23,"188,203","3,472,131"," 5,420 ",Uknown,Uknown,2010,53000
WA,Washington,West,Washington,53,0,2009,2009,Unemployment,23,"329,511","3,522,808"," 9,354 ",Uknown,Uknown,2011,53000
WA,Washington,West,Washington,53,0,2010,2010,Unemployment,23,"349,070","3,516,470"," 9,927 ",Uknown,Uknown,2012,53000
WA,Washington,West,Washington,53,0,2011,2011,Unemployment,23,"319,467","3,484,816"," 9,167 ",Uknown,Uknown,2013,53000
WA,Washington,West,Washington,53,0,2012,2012,Unemployment,23,"284,170","3,481,462"," 8,162 ",Uknown,Uknown,2014,53000
WV,West Virginia,South,West Virginia,54,0,2002,2002,Unemployment,23,"47,073","796,239"," 5,912 ",Uknown,Uknown,Uknown,54000
WV,West Virginia,South,West Virginia,54,0,2003,2003,Unemployment,23,"47,157","789,584"," 5,972 ",Uknown,Uknown,Uknown,54000
WV,West Virginia,South,West Virginia,54,0,2004,2004,Unemployment,23,"41,480","788,339"," 5,262 ",Uknown,Uknown,Uknown,54000
WV,West Virginia,South,West Virginia,54,0,2005,2005,Unemployment,23,"39,041","802,738"," 4,863 ",Uknown,Uknown,Uknown,54000
WV,West Virginia,South,West Virginia,54,0,2006,2006,Unemployment,23,"36,740","813,953"," 4,514 ",Uknown,Uknown,Uknown,54000
WV,West Virginia,South,West Virginia,54,0,2007,2007,Unemployment,23,"34,297","808,710"," 4,241 ",Uknown,Uknown,Uknown,54000
WV,West Virginia,South,West Virginia,54,0,2008,2008,Unemployment,23,"34,075","804,622"," 4,235 ",Uknown,Uknown,2010,54000
WV,West Virginia,South,West Virginia,54,0,2009,2009,Unemployment,23,"61,648","804,825"," 7,660 ",Uknown,Uknown,2011,54000
WV,West Virginia,South,West Virginia,54,0,2010,2010,Unemployment,23,"68,126","801,894"," 8,496 ",Uknown,Uknown,2012,54000
WV,West Virginia,South,West Virginia,54,0,2011,2011,Unemployment,23,"63,807","799,886"," 7,977 ",Uknown,Uknown,2013,54000
WV,West Virginia,South,West Virginia,54,0,2012,2012,Unemployment,23,"59,075","804,920"," 7,339 ",Uknown,Uknown,2014,54000
WI,Wisconsin,Midwest,Wisconsin,55,0,2002,2002,Unemployment,23,"160,152","3,021,070"," 5,301 ",Uknown,Uknown,Uknown,55000
WI,Wisconsin,Midwest,Wisconsin,55,0,2003,2003,Unemployment,23,"171,087","3,033,680"," 5,640 ",Uknown,Uknown,Uknown,55000
WI,Wisconsin,Midwest,Wisconsin,55,0,2004,2004,Unemployment,23,"152,031","3,020,414"," 5,033 ",Uknown,Uknown,Uknown,55000
WI,Wisconsin,Midwest,Wisconsin,55,0,2005,2005,Unemployment,23,"145,692","3,035,812"," 4,799 ",Uknown,Uknown,Uknown,55000
WI,Wisconsin,Midwest,Wisconsin,55,0,2006,2006,Unemployment,23,"144,619","3,077,106"," 4,700 ",Uknown,Uknown,Uknown,55000
WI,Wisconsin,Midwest,Wisconsin,55,0,2007,2007,Unemployment,23,"148,205","3,096,937"," 4,786 ",Uknown,Uknown,Uknown,55000
WI,Wisconsin,Midwest,Wisconsin,55,0,2008,2008,Unemployment,23,"149,605","3,089,381"," 4,843 ",Uknown,Uknown,2010,55000
WI,Wisconsin,Midwest,Wisconsin,55,0,2009,2009,Unemployment,23,"272,440","3,115,363"," 8,745 ",Uknown,Uknown,2011,55000
WI,Wisconsin,Midwest,Wisconsin,55,0,2010,2010,Unemployment,23,"260,881","3,082,686"," 8,463 ",Uknown,Uknown,2012,55000
WI,Wisconsin,Midwest,Wisconsin,55,0,2011,2011,Unemployment,23,"228,834","3,062,266"," 7,473 ",Uknown,Uknown,2013,55000
WI,Wisconsin,Midwest,Wisconsin,55,0,2012,2012,Unemployment,23,"211,445","3,051,741"," 6,929 ",Uknown,Uknown,2014,55000
WY,Wyoming,West,Wyoming,56,0,2002,2002,Unemployment,23,"11,192","269,656"," 4,150 ",Uknown,Uknown,Uknown,56000
WY,Wyoming,West,Wyoming,56,0,2003,2003,Unemployment,23,"12,118","271,608"," 4,462 ",Uknown,Uknown,Uknown,56000
WY,Wyoming,West,Wyoming,56,0,2004,2004,Unemployment,23,"10,734","273,094"," 3,931 ",Uknown,Uknown,Uknown,56000
WY,Wyoming,West,Wyoming,56,0,2005,2005,Unemployment,23,"10,257","278,185"," 3,687 ",Uknown,Uknown,Uknown,56000
WY,Wyoming,West,Wyoming,56,0,2006,2006,Unemployment,23,"9,078","285,960"," 3,175 ",Uknown,Uknown,Uknown,56000
WY,Wyoming,West,Wyoming,56,0,2007,2007,Unemployment,23,"8,163","290,582"," 2,809 ",Uknown,Uknown,Uknown,56000
WY,Wyoming,West,Wyoming,56,0,2008,2008,Unemployment,23,"9,160","296,341"," 3,091 ",Uknown,Uknown,2010,56000
WY,Wyoming,West,Wyoming,56,0,2009,2009,Unemployment,23,"18,982","300,642"," 6,314 ",Uknown,Uknown,2011,56000
WY,Wyoming,West,Wyoming,56,0,2010,2010,Unemployment,23,"21,221","303,215"," 6,999 ",Uknown,Uknown,2012,56000
WY,Wyoming,West,Wyoming,56,0,2011,2011,Unemployment,23,"18,113","304,243"," 5,953 ",Uknown,Uknown,2013,56000
WY,Wyoming,West,Wyoming,56,0,2012,2012,Unemployment,23,"16,443","306,061"," 5,372 ",Uknown,Uknown,2014,56000
AL,Alabama,South,Alabama,1,0,2002,2002,Children in poverty,24,"238,077","2,107,861"," 11,295 ",0.19693617,0.23387234,Uknown,1000
AL,Alabama,South,Alabama,1,0,2003,2003,Children in poverty,24,"243,658","2,104,210"," 11,580 ",0.206319149,0.24087234,Uknown,1000
AL,Alabama,South,Alabama,1,0,2004,2004,Children in poverty,24,"245,017","2,113,789"," 11,591 ",0.205744681,0.247446809,Uknown,1000
AL,Alabama,South,Alabama,1,0,2005,2005,Children in poverty,24,"260,919","2,133,185"," 12,231 ",0.234659575,0.252531915,Uknown,1000
AL,Alabama,South,Alabama,1,0,2006,2006,Children in poverty,24,"253,314","2,173,820"," 11,653 ",0.222659575,0.239340426,Uknown,1000
AL,Alabama,South,Alabama,1,0,2007,2007,Children in poverty,24,"261,151","2,178,488"," 11,988 ",0.226468085,0.245531915,2010,1000
AL,Alabama,South,Alabama,1,0,2008,2008,Children in poverty,24,"244,661","2,163,258"," 11,310 ",0.211468085,0.230531915,2011,1000
AL,Alabama,South,Alabama,1,0,2009,2009,Children in poverty,24,"274,243","2,144,601"," 12,788 ",0.236468085,0.254340426,Uknown,1000
AL,Alabama,South,Alabama,1,0,2010,2010,Children in poverty,24,"305,292","2,179,170"," 14,010 ",0.264468085,0.283531915,2012,1000
AL,Alabama,South,Alabama,1,0,2011,2011,Children in poverty,24,"307,310","2,190,525"," 14,029 ",0.266468085,0.285531915,2013,1000
AL,Alabama,South,Alabama,1,0,2012,2012,Children in poverty,24,"306,451","2,156,304"," 14,212 ",0.267659575,0.284340426,2014,
AK,Alaska,West,Alaska,2,0,2002,2002,Children in poverty,24,"21,902","328,386"," 6,670 ",0.101510638,0.132489362,Uknown,2000
AK,Alaska,West,Alaska,2,0,2003,2003,Children in poverty,24,"23,342","336,551"," 6,936 ",0.109510638,0.139297872,Uknown,2000
AK,Alaska,West,Alaska,2,0,2004,2004,Children in poverty,24,"24,243","339,860"," 7,133 ",0.10993617,0.14806383,Uknown,2000
AK,Alaska,West,Alaska,2,0,2005,2005,Children in poverty,24,"25,976","344,309"," 7,544 ",0.130085106,0.153914894,Uknown,2000
AK,Alaska,West,Alaska,2,0,2006,2006,Children in poverty,24,"25,804","348,845"," 7,397 ",0.134085106,0.156723404,Uknown,2000
AK,Alaska,West,Alaska,2,0,2007,2007,Children in poverty,24,"23,356","351,374"," 6,647 ",0.119085106,0.141723404,2010,2000
AK,Alaska,West,Alaska,2,0,2008,2008,Children in poverty,24,"21,872","356,514"," 6,135 ",0.112085106,0.135914894,2011,2000
AK,Alaska,West,Alaska,2,0,2009,2009,Children in poverty,24,"22,221","359,936"," 6,174 ",0.109893617,0.136106383,Uknown,2000
AK,Alaska,West,Alaska,2,0,2010,2010,Children in poverty,24,"27,209","363,949"," 7,476 ",0.133702128,0.162297872,2012,2000
AK,Alaska,West,Alaska,2,0,2011,2011,Children in poverty,24,"27,192","367,046"," 7,408 ",0.133893617,0.160106383,2013,2000
AK,Alaska,West,Alaska,2,0,2012,2012,Children in poverty,24,"28,125","366,300"," 7,678 ",0.141085106,0.164914894,2014,
AZ,Arizona,West,Arizona,4,0,2002,2002,Children in poverty,24,"302,013","2,674,361"," 11,293 ",0.179553192,0.221255319,Uknown,4000
AZ,Arizona,West,Arizona,4,0,2003,2003,Children in poverty,24,"316,973","2,728,954"," 11,615 ",0.184553192,0.226255319,Uknown,4000
AZ,Arizona,West,Arizona,4,0,2004,2004,Children in poverty,24,"338,384","2,788,965"," 12,133 ",0.191170213,0.238829787,Uknown,4000
AZ,Arizona,West,Arizona,4,0,2005,2005,Children in poverty,24,"323,003","2,858,657"," 11,299 ",0.200659575,0.217340426,Uknown,4000
AZ,Arizona,West,Arizona,4,0,2006,2006,Children in poverty,24,"316,241","2,957,833"," 10,692 ",0.189659575,0.206340426,Uknown,4000
AZ,Arizona,West,Arizona,4,0,2007,2007,Children in poverty,24,"327,941","3,009,744"," 10,896 ",0.191659575,0.208340426,2010,4000
AZ,Arizona,West,Arizona,4,0,2008,2008,Children in poverty,24,"347,462","3,097,447"," 11,218 ",0.198659575,0.215340426,2011,4000
AZ,Arizona,West,Arizona,4,0,2009,2009,Children in poverty,24,"396,006","3,127,529"," 12,662 ",0.223468085,0.241340426,Uknown,4000
AZ,Arizona,West,Arizona,4,0,2010,2010,Children in poverty,24,"401,664","3,100,255"," 12,956 ",0.239276596,0.260723404,2012,4000
AZ,Arizona,West,Arizona,4,0,2011,2011,Children in poverty,24,"434,571","3,034,264"," 14,322 ",0.261276596,0.282723404,2013,4000
AZ,Arizona,West,Arizona,4,0,2012,2012,Children in poverty,24,"430,378","3,030,239"," 14,203 ",0.261659575,0.278340426,2014,
AR,Arkansas,South,Arkansas,5,0,2002,2002,Children in poverty,24,"159,180","1,272,369"," 12,511 ",0.212744681,0.254446809,Uknown,5000
AR,Arkansas,South,Arkansas,5,0,2003,2003,Children in poverty,24,"159,182","1,269,846"," 12,536 ",0.21693617,0.25506383,Uknown,5000
AR,Arkansas,South,Arkansas,5,0,2004,2004,Children in poverty,24,"153,124","1,294,290"," 11,831 ",0.204361702,0.249638298,Uknown,5000
AR,Arkansas,South,Arkansas,5,0,2005,2005,Children in poverty,24,"165,059","1,339,558"," 12,322 ",0.240468085,0.259531915,Uknown,5000
AR,Arkansas,South,Arkansas,5,0,2006,2006,Children in poverty,24,"166,630","1,358,523"," 12,266 ",0.236468085,0.255531915,Uknown,5000
AR,Arkansas,South,Arkansas,5,0,2007,2007,Children in poverty,24,"173,939","1,362,600"," 12,765 ",0.242276596,0.262531915,2010,5000
AR,Arkansas,South,Arkansas,5,0,2008,2008,Children in poverty,24,"170,833","1,369,910"," 12,470 ",0.236276596,0.257723404,2011,5000
AR,Arkansas,South,Arkansas,5,0,2009,2009,Children in poverty,24,"185,268","1,357,198"," 13,651 ",0.254085106,0.276723404,Uknown,5000
AR,Arkansas,South,Arkansas,5,0,2010,2010,Children in poverty,24,"190,538","1,356,633"," 14,045 ",0.262276596,0.283723404,2012,5000
AR,Arkansas,South,Arkansas,5,0,2011,2011,Children in poverty,24,"194,242","1,369,860"," 14,180 ",0.267276596,0.288723404,2013,5000
AR,Arkansas,South,Arkansas,5,0,2012,2012,Children in poverty,24,"196,464","1,355,858"," 14,490 ",0.270276596,0.291723404,2014,
CA,California,West,California,6,0,2002,2002,Children in poverty,24,"1,795,674","17,343,585"," 10,354 ",0.177702128,0.205106383,Uknown,6000
CA,California,West,California,6,0,2003,2003,Children in poverty,24,"1,866,535","17,390,668"," 10,733 ",0.181893617,0.209297872,Uknown,6000
CA,California,West,California,6,0,2004,2004,Children in poverty,24,"1,809,423","17,444,439"," 10,372 ",0.171510638,0.202489362,Uknown,6000
CA,California,West,California,6,0,2005,2005,Children in poverty,24,"1,761,755","17,544,766"," 10,041 ",0.180234043,0.190957447,Uknown,6000
CA,California,West,California,6,0,2006,2006,Children in poverty,24,"1,693,631","17,686,698"," 9,576 ",0.176234043,0.184574468,Uknown,6000
CA,California,West,California,6,0,2007,2007,Children in poverty,24,"1,598,466","17,921,040"," 8,919 ",0.169425532,0.176574468,2010,6000
CA,California,West,California,6,0,2008,2008,Children in poverty,24,"1,702,065","18,203,079"," 9,350 ",0.180234043,0.188574468,2011,6000
CA,California,West,California,6,0,2009,2009,Children in poverty,24,"1,846,994","18,208,352"," 10,144 ",0.195425532,0.202574468,Uknown,6000
CA,California,West,California,6,0,2010,2010,Children in poverty,24,"2,012,723","18,316,421"," 10,989 ",0.215234043,0.224765957,2012,6000
